"Id","category","white","red","black","pink","beige","blue","grey","purple","yellow","brown","check","stripe","skirt","pants","shorts"
"b62","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b63","[‘pink', 'skirt’]",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"b64","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b66","[‘yellow', 'pants’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"b67","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b68","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b69","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b70","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b71","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b72","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b73","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b74","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b75","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b76","[‘yellow', 'skirt’]",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"b77","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b78","[‘stripe', 'pants’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"b79","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b80","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b81","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b82","[‘check', 'pants’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"b83","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b84","[‘white', 'skirt’]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b85","[‘yellow', 'pants’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"b86","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b87","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b88","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b89","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b90","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b91","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b92","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b93","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b94","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b95","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b96","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b97","[‘stripe', 'pants’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"b98","[‘stripe', 'skirt’]",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"b99","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b100","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b102","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b103","[‘stripe', 'pants’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"b104","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b105","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b106","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b107","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b108","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b109","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b110","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b111","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b112","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b113","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b114","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b115","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b116","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b117","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b118","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b119","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b120","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b121","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b122","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b123","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b124","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b125","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b126","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b127","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b128","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b129","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b130","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b131","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b132","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b133","[‘stripe', 'shorts’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"b134","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b135","[‘beige', 'skirt’]",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"b136","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b137","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b138","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b139","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b140","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b141","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b142","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b143","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b144","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b145","[‘red', 'skirt’]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"b146","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b147","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b148","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b149","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b150","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b151","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b152","[‘pink', 'snorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b153","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b154","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b155","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b156","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b157","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b158","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b159","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b160","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b161","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b162","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b163","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b164","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b165","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b166","[‘white', 'skirt’]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b167","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b168","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b169","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b170","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b171","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b172","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b173","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b174","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b175","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b176","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b177","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b178","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b179","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b180","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b181","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b182","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b183","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b184","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b185","[‘beige', 'shorts’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"b186","[‘grey', 'skirt’]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"b187","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b188","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b189","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b190","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b191","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b192","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b193","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b194","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b195","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b196","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b197","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b198","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b199","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b200","[‘check', 'pants’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"b201","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b202","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b203","[‘beige', 'shorts’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"b204","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b205","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b206","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b207","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b208","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b209","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b210","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b211","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b212","[‘check', 'pants’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"b213","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b214","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b215","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b216","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b217","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b218","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b219","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b220","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b221","[‘white', 'skirt’]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b222","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b223","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b224","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b225","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b226","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b227","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b228","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b229","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b230","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b231","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b232","[‘purple', 'shorts’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"b233","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b234","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b235","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b236","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b237","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b239","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b240","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b241","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b242","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b243","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b244","[‘pink', 'pants’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"b245","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b246","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b247","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b248","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b249","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b250","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b251","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b252","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b253","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b254","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b255","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b256","[‘pink', 'shorts’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"b257","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b258","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b259","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b260","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b261","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b262","[‘blue', 'shorts’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"b263","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b264","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b265","[‘grey', 'shorts’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"b266","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b267","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b268","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b269","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b270","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b271","[‘red', 'pants’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"b272","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b273","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b274","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b275","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b276","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b277","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b278","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b279","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b280","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b281","[‘check', 'shorts’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"b282","[‘stripe', 'shorts’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"b283","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b284","[‘brown', 'skirt’]",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"b285","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b286","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b287","[‘blue', 'skirt’]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"b288","[‘purple', 'pants’]",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"b289","[‘red', 'shorts’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"b290","[‘red', 'skirt’]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"b291","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b292","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b293","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b294","[‘black', 'skirt’]",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"b295","[‘beige', 'pants’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"b296","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b297","[‘white', 'pants’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"b298","[‘red', 'skirt’]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"b299","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b300","[‘white', 'shorts’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b301","[‘black', 'shorts’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"b302","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b303","[‘grey', 'pants’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"b304","[‘blue', 'pants’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"b305","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b306","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"b307","[‘black', 'pants’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
