"Id","category","white","red","black","pink","blue","orange","grey","brown","yellow","purple","green","stripe","check","T-Shirt","shirt","sleeveless","longsleeve","polo"
"top54","[‘yellow', 'sleeveless’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"top55","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top56","[‘brown', 'sleeveless’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"top57","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top58","[‘stripe', 'polo’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"top59","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top60","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top61","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top62","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top63","[‘orange', 'longsleeve’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"top64","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top65","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top66","[‘blue', 'longsleeve’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"top67","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top69","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top70","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top71","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top72","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top73","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top74","[‘black', 'polo’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top75","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top76","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top77","[‘purple', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"top78","[‘stripe', 'polo’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"top79","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top80","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top81","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top82","[‘stripe', 'sleeveless’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"top83","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top84","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top85","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top86","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top87","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top88","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top89","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top90","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top91","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top92","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top93","[‘green', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"top94","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top95","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top96","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top97","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top98","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top99","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top100","[‘white', 'polo’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top101","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top102","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top103","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top104","[‘stripe', 'polo’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"top105","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top106","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top107","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top108","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top109","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top110","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top111","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top112","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top113","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top114","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top115","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top116","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top117","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top118","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top119","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top120","[‘yellow', 'T-Shirt’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"top121","[‘yellow', 'T-Shirt’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"top122","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top123","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top124","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top125","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top126","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top127","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top128","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top129","[‘blue', 'sleeveless’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"top130","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top131","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top132","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top133","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top134","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top135","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top136","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top137","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top138","[‘yellow', 'sleeveless’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"top139","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top140","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top141","[‘grey', 'sleeveless’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"top142","[‘yellow', 'longsleeve’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"top143","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top144","[‘orange', 'longsleeve’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"top145","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top146","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top147","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top148","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top149","[‘black', 'polo’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top150","[‘yellow', 'longsleeve’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"top151","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top152","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top153","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top154","[‘pink', 'sleeveless’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top155","[‘green', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"top156","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top157","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top158","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top159","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top160","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top161","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top162","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top163","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top164","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top165","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top166","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top167","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top168","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top169","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top170","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top171","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top172","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top173","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top174","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top175","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top176","[‘stripe', 'sleeveless’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"top177","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top178","[‘blue', 'sleeveless’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"top179","[‘stripe', 'sleeveless’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"top180","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top181","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top182","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top183","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top184","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top185","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top186","[‘orange', 'longsleeve’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"top187","[‘blue', 'longsleeve’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"top188","[‘blue', 'longsleeve’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"top189","[‘yellow', 'T-Shirt’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"top190","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top191","[‘brown', 'longsleeve’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"top192","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top193","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top194","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top195","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top196","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"top197","[‘blue', 'shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"top198","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top199","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top200","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top201","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"top202","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top203","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top204","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top205","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top206","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top207","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top208","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top209","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top210","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top211","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top212","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top213","[‘brown', 'longsleeve’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"top214","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top215","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top216","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top217","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top218","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top219","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top220","[‘brown', 'longsleeve’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"top221","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top222","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top223","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top224","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top225","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top226","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top227","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top228","[‘white', 'polo’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top229","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top230","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top231","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top232","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top233","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top234","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top235","[‘purple', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"top236","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top237","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top238","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top239","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top240","[‘stripe', 'polo’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"top241","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top242","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top243","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top244","[‘orange', 'T-Shirt’]",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"top245","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top246","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top247","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top248","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top249","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top250","[‘yellow', 'longsleeve’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"top251","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top252","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top253","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top254","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top255","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top256","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
